Titre,Auteur,Date de publication,Nombre des Vus,Text Article,Lien 
L'artisanat et l'art culinaire marocain à l'honneur à New Delhi,LE MATIN,24 novembre 2021 à 11:03,,"L'ambassade du Maroc en Inde a participé, mardi, au traditionnel Bazar diplomatique de bienfaisance, organisé chaque année par le corps diplomatique accrédité à New Delhi.

Cet événement, tenu à la Résidence du Maroc à New Delhi, a pour objectif de mettre en valeur les richesses culturelles et culinaires des pays participants, en offrant une occasion de collecter des dons au profit d’ONG actives dans le domaine humanitaire.

Lors de ce rendez-vous de solidarité destiné à célébrer l'amitié et le partage, l’ambassade du Royaume a mis en place un stand qui offre une panoplie de produits reflétant les multiples facettes du patrimoine culturel du Maroc et la richesse gastronomique du Royaume.

Le stand du Maroc a été l'occasion de faire découvrir aux visiteurs indiens et étrangers, la richesse et la diversité de la culture marocaine dans toutes ses facettes, à travers notamment sa gastronomie, ses produits d’artisanat et de terroirs ainsi que ses habits traditionnels.

Selon le comité d’organisation, les fonds collectés lors de ce rendez-vous annuel de bienfaisance, seront destinés au financement de projets pilotés par des associations œuvrant dans le domaine social et caritatif.

Initié par l'Association des épouses des chefs de missions diplomatiques du Commonwealth à Delhi, le bazar diplomatique de bienfaisance qui a rassemblé une quarantaine d'ambassades et de nombreux bénévoles locaux a également connu la présentation de costumes nationaux.

",https://lematin.ma/express/2021/lartisanat-lart-culinaire-marocain-lhonneur-new-delhi/367907.html
Lancement de la Semaine du film et du documentaire suisses dans plusieurs villes du Maroc,LE MATIN,24 novembre 2021 à 10:34,,"Une Semaine du film et du documentaire suisses a été lancée mardi dans plusieurs villes du Maroc, à l'initiative de l'Ambassade de Suisse à Rabat, à l'occasion des festivités du centenaire de la présence diplomatique suisse au Royaume.

Les films qui seront projetés lors de cet événement qui se poursuivra jusqu'au 27 novembre, mettent en avant le développement durable, la technologie, l’écologie, l’innovation et le développement inclusif qui se sont imposés comme priorités pour la Suisse moderne, ont indiqué les organisateurs, précisant que ces projections auront lieu dans différentes villes du Royaume, notamment Rabat, Casablanca, Marrakech, Agadir et Tanger.

""Discrète dans les années du cinéma muet, la Suisse séduit d’abord les productions internationales par la beauté de ses paysages, de ses montagnes et de ses lacs"", a souligné la même source, rappelant que c’est dans les années 30 que le souhait de voir émerger des productions autonomes et indigènes se concrétise.

L’après-guerre offre une ouverture thématique au cinéma suisse et, sous l’influence des modèles étrangers, il se renouvèle en deux genres principaux, le film de fiction et le documentaire, a poursuivi la même source. Depuis, la production cinématographique suisse est importante tant en quantité qu’en qualité et est marquée notamment par son multilinguisme et quelques réalisateurs, tels que Jean-Luc Godard, qui ont modernisé le cinéma, a-t-on souligné. La Suisse moderne s’assure également une réputation internationale dans les domaines du film d’animation, le développement durable, la technologie, l’écologie, l’innovation et le développement inclusif, qui alimentent évidemment aussi la production cinématographique suisse, selon les organisateurs.

",https://lematin.ma/express/2021/lancement-semaine-film-documentaire-suisses-plusieurs-villes-maroc/367905.html
"Les photographies d’Henri Cartier-Bresson, entre instants historiques et esthétique surréaliste","Ouafaa Bennani,",23 novembre 2021 à 16:02,,"Le Musée Mohammed VI d’art moderne et contemporain accueille, jusqu’au 21 février 2022, l’exposition du célèbre photographe français Henri Cartier-Bresson. Fruit de la fructueuse collaboration de la Fondation nationale des musées et la Fondation Henri Cartier-Bresson, cette collection itinérante est présentée, pour le plus grand plaisir des Rbatis, pour la première fois sur le continent africain, et plus précisément à la «Ville Lumière et capitale de la culture».

C’est la troisième exposition, dans la série des prestations photographiques programmées par la Fondation nationale des musées (FNM), qui rend hommage, cette fois-ci, à Henri Cartier-Bresson, grand photographe et figure emblématique du XXe siècle, en offrant à voir une large série de ses photographies. Surnommé «L’œil du siècle», Henri Cartier-Bresson est un photographe singulier, dont les œuvres évoquent une grande émotion chez l’observateur. «C’est une fierté pour le Maroc de recevoir cette magnifique exposition après Paris», comme le souligne le président de la FNM, Mehdi Qotbi. 
Et d’ajouter que «les photos d’Henri Cartier-Bresson, qu’elles soient connues ou peu connues, sont une véritable leçon de vie. Une vie riche et engagée, pleine de libertés et de revendications, une vie auprès des grands de ce monde, dont il a su tirer le portrait à sa façon, tels des instants volés».
Pour sa part, la directrice artistique de la Fondation Cartier-Bresson et commissaire de l’exposition, Agnès Sire,  ne manque pas de manifester sa satisfaction quant au côté professionnel du Musée
Mohammed VI qui répond à toutes les normes internationales des Musées. Ayant fait le tour du monde avec son objectif, Henri Cartier-Bresson a assisté à plusieurs événements, les plus importants de l’histoire, sans pour autant, comme le précise la directrice de la Fondation, montrer un quelconque côté de violence. «Il était, aussi, réfractaire à tout ordre», dit-elle, en indiquant que cette collection a été conçue à la fin de sa carrière de photographe, alors qu’il avait envie de retourner vers le dessin et la peinture.
De son côté, Abdelaziz El Idrissi, directeur du Musée Mohammed VI, a dit que cette exposition vient pour redorer et couronner toute l’activité organisée par la Fondation nationale des musées autour de la photographie. «Nous sommes heureux d’offrir à voir cette exposition pendant tout ce temps, parce qu’il est très difficile d’avoir des photos pendant trois mois. Donc, cette exposition est en elle-même un exploit et la preuve de la grande confiance que nous avons gagnée au fil du temps». Ainsi, en parcourant les 133 photos d’Henri Cartier-Bresson prises entre 1926 et 1978, le visiteur a le plaisir d’avoir une vision intime et des moments iconiques, en naviguant entre la réalité des «instants pris à la sauvette» et l’esthétique surréaliste aux lignes géométriques infinies du photographe.

",https://lematin.ma/journal/2021/photographies-dhenri-cartier-bresson-entre-instants-historiques-esthetique-surrealiste/367870.html
"Oussama Aït Ouahi : «Avec l’art, on peut transmettre des messages pour sauver la nature»","Ouafaa Bennani,",23 novembre 2021 à 15:58,,"Artiste-peintre et sculpteur d’origine sahraouie, Ouassama Aït Ouahi est installé à Nador où il exerce son art avec beaucoup de passion et de talent. Son exposition, en parallèle à la dixième édition du Festival international du cinéma et de la mémoire commune à Nador, fut très appréciée par le public du festival qui visitait sa collection avec émerveillement.

Oussama Aït Ouahi a pris son envol dans le domaine de l’art en 2004, en étant très actif dans le domaine théâtral et musical, puis l’art plastique en participant à des expositions au Maroc et à l’étranger, ses œuvres ayant suscité l’intérêt des artistes, des critiques d’art et des amateurs de l’art pictural. «J’ai commencé avec la musique et j’ai fait des formations professionnelles avec des professeurs étrangers en théâtre, en mise en scène, puis j’ai choisi les arts plastiques, parce que je me suis trouvé plus attiré par les couleurs et les formes. Donc je me suis lancé dans cet art en autodidacte, car à Nador, il n’y a pas d’Instituts pour des études artistiques. C’est ce qui m’a poussé à créer, dernièrement, l’Institut “Studio Artista” de formation professionnelle en arts plastiques pour partager mon expérience avec les jeunes de la ville de Nador, en leur donnant des cours de peinture d’une manière académique.
Des personnes dans la tranche d’âge de 21 jusqu’à 50 ans viennent apprendre, avec parmi elles des femmes qui ont une grande expérience et une énergie exceptionnelle dans cet art. C’est une fierté et en même temps une surprise, car je ne pensais pas que des femmes âgées puissent avoir ce potentiel pour peindre des travaux aussi professionnels. Elles avaient seulement besoin d’encadrement et d’encouragement», souligne Oussama Aït Ouahi.
L’artiste, après avoir décroché son bac de sciences économique avec difficulté, car Oussama est passé par des moments durs suite au décès de son frère. «En regardant une émission à la télévision, j’ai vu un docteur qui parlait du rôle de l’art dans l’éducation et la psychologie de l’enfant. Ce qui m’a donné l’envie de commencer à peindre, chose difficile à faire accepter dans le milieu conservateur où je vivais et qu’il fallait convaincre. J’ai consacré une année pour apprendre cette discipline. Pendant la journée, j’apprenais la théorie et le soir je fais la pratique, jusqu’à ce que je me sois senti capable de sortir mes travaux pour les exposer devant le public de Nador et ailleurs dans d’autres villes.
J’ai constaté l’intérêt porté par les gens à mes toiles. Ce qui m’a encouragé à me présenter dans diverses écoles privées pour donner des cours de dessin et de peinture. Car l’art plastique est considéré comme l’un des meilleurs moyens d’expression. Ce fut une belle expérience pour acquérir les outils de pédagogie et de comportement avec l’enfant. Mais j’ai dû arrêter à un certain moment, parce que je trouvais que je n’avais plus le temps pour approfondir ma recherche personnelle dans le domaine et pour me concentrer sur des sujets en relation avec mon environnement, avec la femme, avec la nature, avec l’être humain et sa relation avec les autres. J’ai essayé d’observer cette relation avant et pendant la pandémie et je me demande, sur mes toiles, comment elle sera après».
Cette même exposition, qu’il avait présentée en mars à Nador, a eu beaucoup de succès auprès du public de Nador. «Pendant cette exposition, j’avais organisé une conférence en faisant appel à des professeurs universitaires pour parler de ce sujet d’une manière académique, notamment Hassan Achouik, Youssef Achelhi et Mohamed Achou. Et maintenant, je suis très content de participer, avec cette collection, à la dixième édition du Festival international du cinéma et de la mémoire commune à Nador, sur invitation de son directeur général, Abdeslam Boutayeb. Ce qui a permis à un large public cinéphile et de professionnels du cinéma, d’ici et d’ailleurs, de voir mes travaux et de m’encourager dans ce que je fais. Une expérience dont je suis très fier», indique Oussama.
Cet artiste très ambitieux possède déjà un riche parcours. Il a travaillé sur plusieurs écoles plastiques, notamment le réalisme, l’impressionnisme, l’abstrait, le cubisme… «Mais, aujourd’hui, je travaille plus sur l’abstrait, parce que je me retrouve plus dans ce genre de peinture qui est proche de mon environnement. J’essaye de donner ce que les gens ne voient pas, afin de transmettre des messages d’une manière artistique. Il y a aussi mon appartenance au milieu sahraoui qui se répercute sur mes toiles, à travers la couleur orange très foncée. C’est la couleur de la culture, du patrimoine, de la pauvreté, du continent africain. Il y a aussi le bleu, le marron, le blanc et le jaune qui sont les couleurs des constituants de la nature. En étudiant ces couleurs de la nature, on réalise qu’on est en train de la détruire d’une manière flagrante, d’où cette sculpture exposée, par le biais de laquelle je lance un cri d’alerte, pour essayer de la sauver, par notre comportement responsable, pour la conserver et conserver notre mode de vie», précise Oussama Aït Ouahi, dont la persévérance, l’ambition et le travail avec responsabilité sont les mots clés dans sa vie.

",https://lematin.ma/journal/2021/oussama-it-ouahi-lart-on-transmettre-messages-sauver-nature/367868.html
La Fondation Ali Zaoua inaugure son 5ème centre culturel à Marrakech,LE MATIN,23 novembre 2021 à 12:47,2074,"Après Casablanca, Tanger, Agadir et Fès, c’est au tour de la ville mythique de Marrakech d’accueillir un nouveau centre culturel de proximité de la Fondation Ali Zaoua, « Les Etoiles Jamaâ El Fna ».

Le 5ème Centre dédié aux jeunes et à la culture, de la Fondation Ali Zaoua, ouvrira ses portes vendredi 26 novembre 2021 à Marrakech. Baptisé « Les Etoiles Jamaâ El Fna », ce nouveau centre offre à la jeunesse marocaine des espaces d’expression, d’apprentissage et de découverte à travers l’initiation aux différentes formes d’expression artistique, à l’apprentissage des langues étrangères et à la découverte des cultures du monde.
« Ce centre vient couronner 12 ans de travail et de passion. Nous avons fait beaucoup de chemin depuis l’ouverture du premier Centre les Etoiles de Sidi Moumen en 2014. L’ouverture de celui-ci à Marrakech revêt une importance particulière grâce à l’accompagnement du ministère de la Jeunesse, de la Culture et de la Communication et au soutien de l’INDH, avec d’autres partenaires marocains et internationaux d’envergure, tels que la Fondation Luxembourg/Piou Rido ainsi que le groupe Chenue et la Fondation Société Générale. Cela représente pour nous un gage de confiance et une reconnaissance importante pour tout le travail accompli jusqu’ici auprès des jeunes de ces quartiers défavorisés via les arts et la culture », explique Nabil Ayouch, président fondateur de la Fondation Ali Zaoua.
C’est donc au cœur de la ville, à quelques pas de l’incontournable place Jamaâ El Fna que se trouve le bâtiment « Riad El Kébir », mis à disposition par le Ministère de la Jeunesse et des Sports, qui abritera désormais le Centre « Les Etoiles de Jamaâ El Fna » de Marrakech. Un monument de plus de 1000m2 entièrement restauré qui pourra accueillir 600 jeunes bénéficiaires permanents dès la première année autour de cours artistiques tels que : le théâtre, la danse, la musique ou encore les arts plastiques et visuels. Un programme artistique et culturel qui pourra être mis en place grâce au soutien de partenaires majeurs tels la Société Générale Maroc ou encore le Groupe TotalEnergies.
A travers sa programmation culturelle, le nouveau centre mettra en avant le patrimoine de la ville et fera également découvrir aux jeunes les expressions artistiques les plus contemporaines. Les cours de langues étrangères (français, anglais, espagnol, mandarin…) seront également dispensés afin de permettre aux jeunes de la médina de s’ouvrir aux cultures du monde. Le Centre abritera aussi plusieurs espaces de travail et de répétitions pour les jeunes artistes en herbe de la ville (studio de danse, salle de musique, studio d’enregistrement), ainsi qu’une bibliothèque ouverte au public 7j/7.


",https://lematin.ma/express/2021/fondation-ali-zaoua-inaugure-5eme-centre-culturel-marrakech/367848.html
Improvisation théâtrale à Rabat avec les «Zen Boum Bah»,"N.O.,",22 novembre 2021 à 17:02,,"
La troupe d’improvisation théâtrale «Zen Boum Bah» remonte sur les planches à Rabat. Après un premier spectacle joué à guichet fermé, début novembre, elle programme plusieurs autres dates au café «La Scène» pour présenter «Odyssée 2021». Lors du premier spectacle, les Zen Boum Bah ont dévoilé différents personnages et raconté des histoires d’ici et d’ailleurs pour transporter les spectateurs dans différents univers. Le public était ravi de découvrir un show interactif, intense, unique et éphémère. Du réalisme saupoudré d’ironie, des objets qui tendent la main à leur propriétaire à la magie des contes et des sagas de science-fiction, les comédiens se sont livrés sans fards pour l’amour du spectacle vivant. Selon Zen Boum Bah, ce spectacle bénéficie du soutien de la Fondation Hiba qui accompagne la troupe et met à sa disposition des moyens et ses espaces. Pour partager davantage leur passion pour le théâtre d’improvisation et fusionner avec un plus grand public, les comédiens de Zen Boum Bah programmeront d’autres dates dans d’autres villes.
Spectacles programmés au café «La Scène» en début de soirée
• Mardi 23 novembre 2021.
• Mardi 11 janvier 2022.
• Mardi 15 mars 2022.
• Mardi 17 mai 2022.
• Mardi 19 juillet 2022.



",https://lematin.ma/journal/2021/improvisation-theatrale-rabat-zen-boum-bah/367813.html
Des maâlems gnaoua de tout le Maroc célèbrent leur musique à Essaouira,"Nadia Ouiddar,",22 novembre 2021 à 16:12,,"L’association Yerma Gnaoua et la SNRT ont célébré le 20 novembre l’inscription des Gnaoua au patrimoine culturel et immatériel de l’UNESCO. Une émission spéciale sera diffusée sur Al Oula en décembre.

Les sons des guembris, qraqebs et tambours ont résonné haut et fort le 20 novembre sur Place El Menzah à Essaouira ainsi que dans plusieurs espaces de la ville. Après deux ans de suspension du Festival Gnaoua et Musiques du monde à cause de la pandémie du Covid 19, les rythmes gnaoui ont fait de nouveau vibrer l’ancienne Mogador. Cette fois, l’événement célébré est plus qu’un festival mais une consécration d’un travail sincère et acharné de plusieurs années. Il s’agit de la célébration de l’inscription des Gnaoua au patrimoine culturel et immatériel de l’UNESCO. «Longtemps marginalisée, la culture Gnaoua est aujourd’hui reconnue comme un patrimoine universel et une composante majeure de notre identité nationale. La 23e édition du Festival Gnaoua et Musiques du monde devait donc revêtir une symbolique et une force toutes particulières en raison de cette reconnaissance mondiale, mais la crise du Covid-19 nous a contraints à l’annuler.
Aujourd’hui comme hier, nous refusons de baisser les bras et de voir se taire la voix des Gnaoua, même momentanément. Il est de notre devoir de soutenir ces artistes, surtout en ces temps difficiles. De résister par l’art et par la création. C’est pour toutes ces raisons que l’association Yerma Gnaoua et la SNRT ont décidé d’unir leurs forces pour produire une émission très spéciale, une véritable célébration de la culture gnaoua», affirme Neila Tazi, présidente déléguée et membre fondateur de l’Association Yerma Gnaoua, productrice du Festival Gnaoua et Musiques du monde. 73 maâlems de tout le Maroc se sont réunis pour attirer l’attention sur la richesse de cette culture. Neuf maâlmines du Nord, 22 représentant Casablanca et Rabat, 17 maîtres de Marrakech, 15 d’Essaouira, 5 Gnaoua du Sud, 4 de Safi ont participé à cette émission originale qui sera retransmise sur Al Oula en décembre. Ce concept permet non seulement de réunir les maâlems gnaoui mais d’aller à la rencontre de tous les amateurs de la Tagnaouite et la faire connaître aussi à de nouveaux publics à travers le monde. «Grâce à ce formidable concert, nous célébrons un rêve nourri depuis la création du festival Gnaoua et Musiques du monde.
On peut ainsi permettre à ces grands artistes détendeurs d’une tradition orale ancestrale d’être reconnus. La reconnaissance de cette culture et musique est très importante pour nous Marocains, car c’est une culture populaire, africaine issue de nos racines subsahariennes et qui a un vrai rayonnement international en lien avec plusieurs cultures dans le monde. Aujourd’hui, nous allons creuser ces liens et donner plus de force à notre patrimoine et à nos talents», souligne Neila Tazi. Même son de cloche auprès de maâlem Abdeslam Alikane, directeur artistique et parmi les initiateurs du Festival Gnaoua et Musiques du monde. «Cette reconnaissance est importante pour la culture Gnaoua. Les secteurs de tutelle gouvernementaux doivent collaborer pour encourager cet art». L’ambition de ce grand maâlem est de préserver les différentes écoles de la musique gnaoua et surtout de faire un musée qui préserve la forte charge historique de tagnaouite qui inspire des artistes internationaux. Cette émission représente aussi un coup de pouce pour le tourisme local qui compte sur l’aspect culturel de la ville.
----------------------------------------
Rappel
La quatorzième session du Comité intergouvernemental de sauvegarde du patrimoine culturel immatériel de l’Unesco a officiellement accepté, en 2019 à Bogota, la requête du ministère de la Culture pour intégrer les Gnaoua à la liste représentative du patrimoine culturel immatériel de l’humanité. Cette inscription, historique pour le Maroc, a été le fruit d’efforts soutenus et d’un partenariat exemplaire entre les autorités publiques, les acteurs de la société civile et les communautés des Gnaoua dans toutes les régions du pays. En vertu de cette inscription, le Maroc s’engage désormais officiellement à définir, inventorier, promouvoir et préserver le patrimoine gnaoui, encourager la recherche dans le domaine et présenter des rapports périodiques au comité en charge du patrimoine culturel immatériel de l’Unesco.
Hommages aux maîtres Gnaoua
L’Association Yerma Gnaoua a saisi l’occasion de cette émission spéciale pour continuer à honorer les maîtres Gnaoua. Une série d’événements a animé la belle médina d’Essaouira sous le thème de la reconnaissance et du recueillement. Recueillement tout d’abord avec des soirées d’hommages aux maâlems qui nous ont quittés. Et reconnaissance ensuite lors de lilas qui fêteront les grands maâlems encore vivants détenteurs de la plus pure tagnaouite. Yerma Gnaoua a organisé une soirée d’hommage à trois grands maâlems qui nous ont quittés entre 2020 et 2021, à travers des témoignages et l’organisation de lilas. Il s’agit de feu Maâlem Mahjoub Khalmous (Marrakech), feu Maâlem Abdeltif Makhzoumi (Marrakech) et feu Maalem Saïd Oughassal (Casablanca). L’association a aussi organisé trois lilas, afin d’honorer huit grands maâlems qui n’ont cessé de croire et de transmettre ce patrimoine qui fait partie de notre identité culturelle commune. Elle a ainsi organisé des lilas rbatia, chamalia et marsaouia. Une autre lila a été dédiée à la Sebtiyine, variante de l’art gnaoua, développée à Fès et Meknès, qui s’adresse aux adaptes de confession juive.




",https://lematin.ma/express/2021/alems-gnaoua-maroc-celebrent-musique-essaouira/367797.html
Grand prix de Tanger des jeunes poètes : Les lauréats dévoilés,LE MATIN,22 novembre 2021 à 10:47,,"Le jury du Grand prix de Tanger des jeunes poètes a annoncé les noms des lauréats des différentes catégories de ce concours national de poésie, organisé par l'Association Médina pour le développement et la culture.

Le prix de la catégorie de la ""poésie éloquente"" est décerné à Soulayman Al Mssati (Tétouan) et Leila Khamlichi (Ouezzane), tandis que le prix de la ""poésie déclamée"" (Zajal) a été octroyé à Larbi Chouin (El Jadida). Pour leur part, Aicha Kadouf (Boujdour) et Zoubir Yaba (Laâyoune) ont remporté ex-aequo le prix de la ""poésie hassanie"", tandis que le prix de ""poésie amazighe"" est revenu à Omar Amnar (Taroudant).
Le jury a décidé d'attribuer la mention spéciale à Abdelhafid El Ouaziri (Zagora), El Hussein Akdim (Ouarzazate) et Soumaya El Anbari (Settat), au vu de la qualité de leurs contributions dans la catégorie de la ""poésie éloquente"".
Le jury de ce concours est composé de Aziza Yahdih Omar, Ahmed Lemsyah, Ahmou Hassan El Ahmadi et Mohamed Yassine El Achab.
Ce concours est organisé en parallèle avec la 9ème édition du Festival international de poésie de Tanger, qui se tiendra du 26 au 28 novembre, sous le thème ""Sur l'éclat de la poésie se rencontrent les deux rives"".

",https://lematin.ma/express/2021/grand-prix-tanger-jeunes-poe-laureats-devoiles/367783.html
"Zikria Malalai, artiste franco-afghane : «Pour vivre en paix, il faut avoir l’esprit du partage, du respect et de la justice»","Ouafaa Bennani,",21 novembre 2021 à 18:09,1102,"Née en Afghanistan, à Kaboul, avant d’aller s’installer en France, Zikria Malalai a un parcours très original, puisqu’elle a fait des études en chirurgie dentaire pour devenir dentiste, avant que sa carrière ne prenne une autre voie : celle d'actrice et d’écrivaine. Zikria a été invitée au 10e Festival international de cinéma et de mémoire commune pour présider la compétition des films documentaires. C’est la deuxième fois que le Festival fait appel à elle, après 2018 où elle a été présidente du jury des courts métrages. Malalai voue un respect particulier à cet événement cinématographique qui défend la mémoire et la démocratie.

Le Matin : Qu’est-ce qui a pris le devant dans votre parcours, l’actrice ou l’écrivaine ?
Zikria Malalai : J’ai commencé par écrire d’abord, parce que quand je suis partie en 2005 en Afghanistan, j’ai voyagé dans tout le pays et écrit ce qui m’intéressait. Deux ans après, j’ai relu mes écrits et j’ai trouvé que ce n’était pas mal. Une amie m’avait dit que je pouvais faire de mes textes un film, c’est-à-dire un scénario. Mais je l’ai mis de côté. Plus tard, après 5 ans, j’ai commencé à faire mon premier documentaire par rapport à ce que j’avais écrit sur un artiste qui était en Afghanistan, puis un autre sur le Nouvel An afghan-persan, c’est-à-dire les traditions Norouz en Afghanistan. En 2015, je suis entrée dans le cinéma en tant qu’actrice dans «Utopia». C’était un risque pour moi, puisque je n’avais jamais fait de cinéma, mais ça s’est très bien passé. En plus, le film a eu 19 Prix et moi-même deux prix en tant qu’actrice. Ensuite, j’ai joué dans un autre film anglais en Angleterre dans le rôle d’une Française. Puis, deux autres films en Iran sur l’Afghanistan et les réfugiés. Entretemps, j’ai fait trois autres documentaires, dont le dernier parle de la paix, en 2019.
L’avez-vous filmé sur place ce documentaire ?
Oui, c’était au moment où on a commencé à parler de paix. Je me suis dit, pourquoi ne pas aller vers les gens et demander leur avis, en visant les quatre générations. Ce documentaire s’appelle «Photos film», car il y a 24 photos plus le film. Il y a eu l’exposition de photos et derrière chacune, il y a un message.
  
Quelle a été votre formation avant de vous plonger dans le septième art et l’écriture ?
J’avais fait des études dentaires, puis j’ai complètement changé de voie. Il faut vraiment être courageux pour le faire. J’ai trouvé que les métiers artistiques étaient très attachants. Dans le cinéma, qui est très vaste, on peut être réalisateur, acteur, scénariste… Il y a tellement de choses qu’on peut faire. Je me suis dit que je vais rester quelques années dedans, pour voir ce que je peux faire. J’ai aussi écrit des scénarios pour film. Il y a un qui est réalisé en Iran et un autre que j’ai transformé en livre.
Comment avez-vous trouvé la sélection des documentaires de cette 10e édition du FICMEC ?
Les films sont à thèmes et bien choisis, aussi bien sur la Covid que sur la paix et la coexistence. Certains sont longs, mais très intéressants.
Que pensez-vous de la thématique du festival ?
Déjà, son nom définit tout, puisqu’il défend la paix avec des films à sujets sensibles, comme l’injustice envers les femmes, les guerres… Des sujets qui nous permettent de nous remettre en question et de réfléchir à beaucoup de choses. Puis, il y a les rencontres avec de nouveaux amis. C’est merveilleux de rencontrer des artistes qui ont les mêmes idées de défendre les gens, la nature et d’aller dans le sens de l’humanité.
Continuez-vous toujours à combattre pour les droits des femmes et des enfants ?
Oui, mon combat continue pour les droits des enfants et de la femme. Pour les enfants, à travers l’orphelinat où ils peuvent terminer leurs études et suivre une vie normale. Mais pour les femmes afghanes, on lutte toujours. Je reste optimiste et j’ai l’espoir que ça va changer un jour. La dernière fois, quand j’ai quitté l’Afghanistan, j’avais le sentiment d’être perdante avec le retour des talibans. Après, j’ai pensé que ce combat, on peut le mener aussi de l’extérieur du pays, par le biais des activités artistiques, où on peut être présent et faire passer le message de ces femmes qui souffrent là-bas.

",https://lematin.ma/journal/2021/zikria-malalai-artiste-franco-afghane-vivre-paix-faut-lesprit-partage-respect-justice/367771.html
Semaine du film et du documentaire suisses du 23 au 27 novembre au Maroc,"Kaddour Fattoumi,",21 novembre 2021 à 18:08,1006,"
Une semaine du film et du documentaire suisses se tiendra du 23 au 27 novembre à Rabat, Casablanca, Tanger, Agadir et Benguérir. Initiée par l’ambassade de Suisse au Maroc, cette semaine artistique est placée sous le thème «Développement durable, énergies renouvelables, écologie, exclusivité et technologies». Cette manifestation helvétique est organisée en commémoration du 100e anniversaire de l’établissement des relations diplomatiques entre le Maroc et la Suisse.
Selon les organisateurs, le cinéma suisse, marqué par son plurilinguisme, s’est développé en premier lieu autour de la thématique liée à la guerre et à l’humanitaire. Le document suisse a ainsi gagné en popularité et fait connaître le cinéma du pays à l’international. Les paysages typiquement helvétiques ont servi pendant des décennies aux réalisations étrangères qui s’émerveillent de la beauté des lacs et des montagnes.
Présentant le programme de la semaine du film suisse au Maroc, l’ambassadeur de la Suisse au Maroc, Guillaume Scheurer, a assuré que son pays s’intéressait beaucoup à la thématique de l’égalité de l’homme et de la femme, soulignant qu’il est «difficile d’occulter la moitié de l’humanité qui s’active dans divers domaines socio-économiques, culturels et artistiques». Il a rappelé que son pays a organisé en 1951 un référendum au niveau fédéral pour l’égalité des droits des hommes et des femmes en matière de travail, de politique et d’élections. Le diplomate a ensuite rappelé les excellentes relations entre le Maroc et son pays dans divers domaines, soulignant que plusieurs films marocains, algériens et tunisiens sont diffusés en Suisse, dont le long métrage de Nabil Ayouch «Haut et Fort», programmé prochainement.
---------------
Lieux de projection
• Institut français de Rabat.
• Cinéma Renaissance de Rabat.
• Cinémathèque de Tanger.
• Cinéma Rif de Casablanca.
• Chambre de commerce d’Agadir.
• Université UM6P de Benguérir.
Les films programmés seront présentés en présentiel et en virtuel.


",https://lematin.ma/journal/2021/semaine-film-documentaire-suisses-23-27-novembre-maroc/367770.html
Le Grand Prix Leila Mezian est décerné à « La voix d’Aida » en clôture du FICMEC à Nador,"Ouafaa Bennani,",20 novembre 2021 à 11:23,1949,"

C’est sur des notes musicales du chanteur espagnol Raoul que le 10ème Festival International de Cinéma et de Mémoire Commune a baissé son rideau, vendredi 19 novembre, après cinq jours de projections des films des trois compétions et autres activités en parallèle. Le Grand Prix Leila Mezian de la compétition des longs métrages est revenu à « La voix d’Aida » de Jasmila Zbanic. Le même film « La voix d’Aida » s’est vu attribué le meilleur rôle d’interprétation féminine à Jasna ÄuriÄiÄ. Et ce, par un jury (présidé par Bassil Ramsis) qui a trouvé des difficultés pour départager entre les films, dont la majorité étaient de bonne qualité.
Le meilleur rôle masculin est octroyé à Abdellah Chakiri dans « L’appel du désert » de Pablo César, le meilleur scénario est celui du film « Un monde » de Laura Wandel qui a également reçu une mention spéciale aux côtés de « The road to eden » de Bakyt Mukul et Dastan Zhapar.
Pour la catégorie des courts métrages, la présidente du jury, Célia Wieira, a indiqué que la sélection était très diversifiée, « mais, nous avons choisi les films qui nous ont le plus touchés ». Ainsi, « Hakkach » d’Oussama Mouatamir a eu le Grand Prix Najat Belkacem et « Dados » de Caros Costa, une mention spéciale. Par ailleurs, les documentaires que le jury a trouvé longs, mais très beaux et font découvrir les problèmes du monde, notamment les guerres, le Covid, les droits des femmes, mais aussi, la paix et l’espoir, ont reçu trois prix : le grand prix Benzekri à « Buscando la pelicula » d’Enrique Garcia-Vasquez, le prix de recherche à « L’école de l’espoir » de Mohamed El Aboudi et une mention spéciale à « Zinder » d’Aicha Macky.
Cette cérémonie de remise s’est distinguée par le mot de clôture du directeur général du festival, Abdesslam Boutayeb, où il a évoqué les recommandations suite au colloque international « Le monde post-Covid-19, réflexion sur une nouvelle âme de la Méditerranée », organisé par le Centre de Mémoire Commune pour la Paix et la Démocratie, à travers une déclaration de Nador qui stipule de renforcer les rapports entre les Etats et peuples méditerranéens, avec une nouvelle Méditerranée post-Covid, en tant que havre de paix, de coexistence et de tolérance, puis des valeurs humaines d’échange et de solidarité. Et ce, en veillant à la conservation des droits des immigrés et en luttant contre le terrorisme, entre autres. Ce qui ne peut être réalisé qu’en prenant en considération les intérêts de tous les peuples de la région.

",https://lematin.ma/express/2021/grand-prix-leila-mezian-decerne-voix-daida-cloture-ficmec-nador/367719.html
